Pid,OPTid,Px,Py,rD,cD,cluster,notCore
6125,1900,176.0,39.0,6.32455532034,6.7082039325,133,False
5601,1901,169.0,48.0,6.32455532034,6.0827625303,133,False
4697,1902,166.0,53.0,6.0827625303,9.43398113206,133,False
5723,1903,169.0,51.0,6.0827625303,9.05538513814,133,False
5903,1904,172.0,47.0,6.0827625303,6.32455532034,133,False
5879,1910,-33.0,-18.0,6.7082039325,5.83095189485,134,False
5954,1911,-38.0,-26.0,7.21110255093,4.472135955,135,False
4655,1912,-38.0,-29.0,4.472135955,5.83095189485,135,False
5020,1913,-41.0,-25.0,4.472135955,4.0,135,False
6049,1914,-42.0,-24.0,4.0,4.472135955,135,False
6068,1915,-37.0,-25.0,4.0,5.09901951359,135,False
6120,1916,-44.0,-23.0,4.0,4.12310562562,135,False
4944,1917,-45.0,-19.0,4.12310562562,6.40312423743,135,False
5546,1918,-44.0,-22.0,4.12310562562,4.24264068712,135,False
4628,1919,-49.0,-26.0,5.83095189485,3.16227766017,135,False
4804,1920,-51.0,-26.0,3.16227766017,3.16227766017,135,False
4928,1921,-50.0,-26.0,3.16227766017,3.0,135,False
5653,1922,-50.0,-23.0,3.0,3.60555127546,135,False
5948,1923,-52.0,-26.0,3.0,3.60555127546,135,False
5394,1924,-55.0,-21.0,5.38516480713,6.40312423743,135,False
4938,1925,-59.0,-22.0,6.40312423743,8.94427191,135,False
4602,1929,-81.0,-19.0,8.24621125124,5.09901951359,136,False
4700,1930,-77.0,-20.0,5.09901951359,7.81024967591,136,False
5002,1931,-78.0,-17.0,5.09901951359,5.0,136,False
5014,1932,-82.0,-14.0,5.0,7.81024967591,136,False
5474,1933,-86.0,-20.0,5.09901951359,9.0,136,False
4464,1948,97.0,-62.0,6.7082039325,5.38516480713,137,False
5360,1949,95.0,-67.0,5.38516480713,7.21110255093,137,False
5536,1950,97.0,-67.0,5.38516480713,5.38516480713,137,False
4408,1951,99.0,-71.0,5.38516480713,6.7082039325,137,False
4573,1952,102.0,-65.0,5.38516480713,5.83095189485,137,False
5792,1953,99.0,-61.0,5.38516480713,6.32455532034,137,False
5496,1954,106.0,-70.0,6.40312423743,9.43398113206,137,False
4388,1956,100.0,94.0,6.40312423743,6.40312423743,137,False
5455,1957,102.0,98.0,6.32455532034,7.28010988928,137,False
4721,1959,172.0,77.0,7.07106781187,5.65685424949,138,False
5049,1960,169.0,81.0,5.65685424949,5.0,138,False
4829,1961,165.0,78.0,5.0,5.0,138,False
4707,1962,164.0,74.0,5.0,7.81024967591,138,False
5373,1963,167.0,81.0,5.0,5.83095189485,138,False
6017,1964,166.0,79.0,5.0,5.38516480713,138,False
4843,1965,170.0,86.0,5.09901951359,8.0622577483,138,False
5623,1966,173.0,75.0,5.65685424949,5.83095189485,138,False
5629,1967,176.0,73.0,5.65685424949,5.65685424949,138,False
5043,1968,175.0,70.0,5.65685424949,7.61577310586,138,False
5691,1969,178.0,72.0,5.65685424949,7.81024967591,138,False
4437,1972,115.0,114.0,5.83095189485,8.48528137424,138,False
5397,1992,75.0,4.0,7.61577310586,6.40312423743,139,False
4536,1993,62.0,60.0,6.0,7.81024967591,139,False
5324,1994,60.0,61.0,6.0,8.0622577483,139,False
4750,2005,-33.0,-32.0,5.83095189485,8.0622577483,139,False
4815,2006,108.0,-24.0,6.0,7.07106781187,139,False
5323,2020,84.0,75.0,6.40312423743,7.07106781187,139,False
5634,2021,80.0,65.0,5.65685424949,8.94427191,139,False
5731,2022,80.0,68.0,5.65685424949,8.0622577483,139,False
5708,2027,34.0,130.0,6.40312423743,7.28010988928,139,False
5931,2029,-29.0,119.0,6.40312423743,5.38516480713,139,False
5956,2030,-26.0,115.0,5.38516480713,6.7082039325,139,False
6144,0,90.0,99.0,9223372036854775807,4.472135955,140,False
6205,1,88.0,95.0,4.472135955,3.16227766017,140,False
6447,2,90.0,97.0,3.16227766017,4.0,140,False
6473,3,87.0,97.0,3.16227766017,3.0,140,False
6541,4,85.0,96.0,3.0,5.0,140,False
6761,5,86.0,97.0,3.0,4.0,140,False
7120,6,81.0,99.0,5.0,6.0,140,False
7142,7,75.0,99.0,6.0,7.61577310586,140,False
7157,8,79.0,102.0,6.0,8.48528137424,140,False
6587,9,89.0,105.0,6.0827625303,8.0622577483,140,False
6756,10,75.0,101.0,6.32455532034,8.0622577483,140,False
6714,11,72.0,92.0,7.61577310586,6.0827625303,141,False
6295,12,70.0,87.0,6.0827625303,5.0,141,False
6572,13,71.0,88.0,5.0,4.0,141,False
6753,14,75.0,88.0,4.0,5.0,141,False
6853,15,71.0,86.0,4.0,3.60555127546,141,False
6920,16,71.0,85.0,3.60555127546,3.0,141,False
6976,17,73.0,83.0,3.0,4.12310562562,141,False
6602,18,77.0,83.0,4.12310562562,6.32455532034,141,False
6806,19,72.0,79.0,4.12310562562,7.07106781187,141,False
7029,20,81.0,80.0,6.32455532034,5.0,141,False
6653,21,81.0,76.0,5.0,7.28010988928,141,False
6879,22,85.0,81.0,5.0,6.40312423743,141,False
6897,23,84.0,77.0,5.0,4.24264068712,141,False
6623,24,88.0,78.0,4.24264068712,5.38516480713,141,False
6664,25,88.0,74.0,5.0,6.7082039325,141,False
6762,26,93.0,80.0,5.38516480713,7.28010988928,141,False
6207,27,92.0,83.0,6.40312423743,7.28010988928,141,False
6717,33,101.0,65.0,8.60232526704,6.40312423743,142,False
6431,34,104.0,67.0,6.40312423743,5.0,142,False
6683,35,107.0,63.0,5.0,6.0,142,False
6954,36,107.0,69.0,5.0,4.0,142,False
6420,37,110.0,69.0,4.0,5.0,142,False
6871,38,110.0,68.0,4.0,4.472135955,142,False
7109,39,107.0,65.0,4.0,4.24264068712,142,False
6748,40,114.0,70.0,4.472135955,7.07106781187,142,False
6488,41,115.0,66.0,5.38516480713,8.0622577483,142,False
6174,48,106.0,87.0,7.07106781187,6.32455532034,143,False
6489,49,112.0,85.0,6.32455532034,6.0827625303,143,False
6688,50,118.0,86.0,6.0827625303,6.0827625303,143,False
6411,51,122.0,89.0,6.0827625303,9.43398113206,143,False
6698,52,110.0,88.0,6.0827625303,5.83095189485,143,False
6701,53,113.0,93.0,5.83095189485,8.60232526704,143,False
6739,54,114.0,84.0,5.83095189485,5.65685424949,143,False
7032,55,117.0,82.0,5.65685424949,8.60232526704,143,False
6700,56,108.0,94.0,6.32455532034,8.60232526704,143,False
6314,61,106.0,111.0,7.21110255093,5.38516480713,144,False
6246,62,111.0,113.0,5.38516480713,8.0622577483,144,False
6593,63,104.0,109.0,5.38516480713,5.09901951359,144,False
6787,64,107.0,112.0,5.09901951359,4.472135955,144,False
6892,65,111.0,110.0,4.472135955,7.07106781187,144,False
6391,68,90.0,116.0,8.0,6.32455532034,145,False
6734,69,92.0,119.0,6.32455532034,7.07106781187,145,False
6857,70,92.0,118.0,6.32455532034,7.0,145,False
7070,71,91.0,119.0,6.32455532034,8.0622577483,145,False
6262,74,101.0,136.0,6.7082039325,5.65685424949,146,False
6560,75,105.0,140.0,5.65685424949,6.40312423743,146,False
7085,76,101.0,135.0,5.65685424949,6.40312423743,146,False
7152,77,102.0,133.0,5.65685424949,4.472135955,146,False
7043,78,106.0,131.0,4.472135955,7.07106781187,146,False
6337,79,108.0,141.0,6.40312423743,8.0622577483,146,False
6547,80,105.0,142.0,6.40312423743,6.40312423743,146,False
6916,81,99.0,144.0,6.40312423743,8.24621125124,146,False
7115,82,100.0,146.0,6.40312423743,7.81024967591,146,False
6628,110,77.0,113.0,7.21110255093,4.472135955,147,False
6197,111,78.0,117.0,4.472135955,7.81024967591,147,False
6407,112,80.0,115.0,4.472135955,8.0622577483,147,False
6874,113,73.0,111.0,4.472135955,7.81024967591,147,False
6454,126,120.0,121.0,7.61577310586,5.0,148,False
6311,127,117.0,122.0,5.0,7.21110255093,148,False
6699,128,119.0,125.0,5.0,5.09901951359,148,False
6720,129,120.0,123.0,5.0,4.12310562562,148,False
6862,130,124.0,124.0,4.12310562562,6.7082039325,148,False
6618,131,121.0,130.0,5.38516480713,7.07106781187,148,False
6146,162,-23.0,-19.0,9223372036854775807,5.83095189485,149,False
6185,163,-27.0,-18.0,5.83095189485,5.83095189485,149,False
6559,164,-28.0,-16.0,5.83095189485,4.0,149,False
6773,165,-28.0,-18.0,4.0,5.38516480713,149,False
7015,166,-30.0,-13.0,4.0,5.38516480713,149,False
7108,167,-28.0,-12.0,4.0,6.0,149,False
6289,168,-33.0,-11.0,5.38516480713,7.07106781187,149,False
6817,169,-19.0,-15.0,5.83095189485,9.05538513814,149,False
6304,170,-22.0,-13.0,6.0827625303,6.7082039325,149,False
6692,171,-34.0,-18.0,6.0,6.40312423743,149,False
6365,172,-39.0,-22.0,6.40312423743,8.0,149,False
6401,173,-39.0,-14.0,6.40312423743,8.54400374532,149,False
6905,174,-36.0,-22.0,6.40312423743,8.54400374532,149,False
6369,178,-42.0,-39.0,7.21110255093,6.32455532034,150,False
6641,179,-36.0,-37.0,6.32455532034,7.21110255093,150,False
6670,180,-45.0,-36.0,6.32455532034,8.0622577483,150,False
6520,196,-16.0,-30.0,7.07106781187,5.0,151,False
6269,197,-13.0,-30.0,5.0,4.12310562562,151,False
6702,198,-11.0,-30.0,4.12310562562,6.0827625303,151,False
7041,199,-15.0,-31.0,4.12310562562,4.12310562562,151,False
7151,200,-17.0,-31.0,4.12310562562,4.12310562562,151,False
6302,201,-6.0,-26.0,6.40312423743,8.0622577483,151,False
6294,215,125.0,-34.0,8.0622577483,5.09901951359,152,False
6209,216,120.0,-33.0,5.09901951359,5.09901951359,152,False
6198,217,121.0,-28.0,5.09901951359,4.472135955,152,False
6467,218,121.0,-32.0,4.472135955,4.472135955,152,False
6637,219,125.0,-26.0,4.472135955,4.472135955,152,False
6266,220,124.0,-24.0,4.472135955,5.0,152,False
6477,221,127.0,-28.0,4.472135955,5.0,152,False
6834,222,123.0,-30.0,4.472135955,4.472135955,152,False
6931,223,124.0,-25.0,4.472135955,4.24264068712,152,False
6493,224,130.0,-24.0,5.0,6.0827625303,152,False
6848,229,122.0,-38.0,5.09901951359,6.0827625303,152,False
6768,230,116.0,-36.0,5.09901951359,7.81024967591,152,False
7089,231,128.0,-40.0,6.32455532034,7.61577310586,152,False
6232,261,7.0,37.0,8.54400374532,6.40312423743,153,False
6573,262,2.0,40.0,6.40312423743,8.60232526704,153,False
6794,263,8.0,37.0,6.40312423743,7.07106781187,153,False
6932,264,3.0,42.0,6.40312423743,8.54400374532,153,False
6187,267,16.0,25.0,9.48683298051,5.83095189485,154,False
6367,268,20.0,21.0,5.83095189485,7.81024967591,154,False
6425,269,17.0,29.0,5.83095189485,8.24621125124,154,False
6453,270,11.0,25.0,5.83095189485,9.21954445729,154,False
7162,292,47.0,19.0,7.07106781187,6.32455532034,155,False
6444,293,48.0,14.0,6.32455532034,5.09901951359,155,False
6361,294,52.0,13.0,5.09901951359,5.09901951359,155,False
6430,295,47.0,12.0,5.09901951359,5.65685424949,155,False
6436,296,50.0,11.0,5.09901951359,4.12310562562,155,False
6784,297,54.0,10.0,4.12310562562,7.07106781187,155,False
6703,298,50.0,6.0,5.0,7.28010988928,155,False
6247,299,43.0,8.0,5.65685424949,7.61577310586,155,False
6344,304,42.0,-13.0,7.28010988928,6.40312423743,156,False
6434,305,40.0,-19.0,6.40312423743,5.83095189485,156,False
6349,306,38.0,-21.0,5.83095189485,4.472135955,156,False
6408,307,36.0,-25.0,4.472135955,6.40312423743,156,False
6410,308,35.0,-22.0,4.472135955,5.38516480713,156,False
6799,309,37.0,-17.0,4.472135955,5.38516480713,156,False
6639,310,42.0,-18.0,5.0,5.09901951359,156,False
6318,311,33.0,-26.0,5.38516480713,7.07106781187,156,False
7100,312,40.0,-30.0,6.40312423743,5.38516480713,156,False
6512,313,43.0,-26.0,5.38516480713,5.0,156,False
6330,314,47.0,-29.0,5.0,5.0,156,False
6522,315,45.0,-28.0,5.0,5.0,156,False
7011,316,50.0,-32.0,5.0,5.38516480713,156,False
7016,317,45.0,-30.0,5.0,4.472135955,156,False
7071,318,41.0,-31.0,4.472135955,5.38516480713,156,False
6345,319,49.0,-35.0,5.38516480713,6.32455532034,156,False
6893,320,51.0,-34.0,5.38516480713,5.83095189485,156,False
6989,321,52.0,-39.0,5.83095189485,7.07106781187,156,False
7049,322,56.0,-31.0,5.83095189485,6.0827625303,156,False
6939,323,61.0,-30.0,6.0827625303,5.38516480713,156,False
6363,324,66.0,-32.0,5.38516480713,5.38516480713,156,False
6465,325,69.0,-33.0,5.38516480713,4.0,156,False
6471,326,71.0,-36.0,4.0,5.09901951359,156,False
6969,327,70.0,-31.0,4.0,5.09901951359,156,False
7090,328,73.0,-33.0,4.0,5.0,156,False
6946,329,70.0,-37.0,4.12310562562,6.0,156,False
6528,330,64.0,-37.0,5.38516480713,6.0,156,False
7138,331,62.0,-32.0,5.38516480713,5.38516480713,156,False
7160,332,59.0,-34.0,5.38516480713,5.09901951359,156,False
6371,333,58.0,-39.0,5.09901951359,8.0622577483,156,False
7110,341,32.0,-13.0,6.40312423743,9.48683298051,156,False
6911,345,26.0,-5.0,7.07106781187,5.65685424949,157,False
6978,346,30.0,-9.0,5.65685424949,7.28010988928,157,False
6402,376,120.0,33.0,9.21954445729,5.65685424949,158,False
6695,377,123.0,30.0,5.65685424949,4.24264068712,158,False
6446,378,125.0,30.0,4.24264068712,6.0827625303,158,False
6744,379,123.0,33.0,4.24264068712,4.472135955,158,False
6975,380,119.0,31.0,4.24264068712,4.472135955,158,False
6797,381,116.0,29.0,4.472135955,7.07106781187,158,False
6483,383,120.0,17.0,7.81024967591,6.0,159,False
6225,384,125.0,19.0,6.0,5.83095189485,159,False
6633,385,128.0,14.0,5.83095189485,8.54400374532,159,False
6771,386,121.0,22.0,5.83095189485,7.81024967591,159,False
7005,387,130.0,21.0,5.83095189485,8.60232526704,159,False
6438,388,120.0,11.0,6.0,8.54400374532,159,False
6743,389,120.0,11.0,6.0,8.54400374532,159,False
7081,390,115.0,17.0,6.0,7.81024967591,159,False
6953,393,105.0,19.0,8.24621125124,5.09901951359,160,False
6231,394,100.0,18.0,5.09901951359,5.38516480713,160,False
6249,395,102.0,23.0,5.09901951359,5.0,160,False
6257,396,100.0,20.0,5.0,5.09901951359,160,False
6666,397,104.0,21.0,5.0,5.0,160,False
7165,398,99.0,25.0,5.0,6.40312423743,160,False
7119,399,104.0,13.0,6.0827625303,8.0,160,False
6325,400,94.0,24.0,6.40312423743,5.09901951359,160,False
6613,401,92.0,25.0,5.09901951359,7.0,160,False
6640,402,91.0,25.0,5.09901951359,6.32455532034,160,False
7164,403,91.0,24.0,5.09901951359,6.0827625303,160,False
6727,404,85.0,23.0,6.0827625303,7.28010988928,160,False
6830,416,47.0,-9.0,6.40312423743,8.54400374532,160,False
6331,419,62.0,-24.0,6.0827625303,8.0,160,False
6533,420,75.0,-27.0,6.32455532034,8.48528137424,160,False
6914,427,78.0,-2.0,6.7082039325,6.0,161,False
6319,428,78.0,4.0,6.0,7.81024967591,161,False
7064,429,75.0,1.0,6.0,4.24264068712,161,False
7143,430,76.0,-1.0,4.24264068712,5.38516480713,161,False
6386,434,90.0,3.0,7.28010988928,6.32455532034,162,False
6399,435,87.0,6.0,6.32455532034,7.07106781187,162,False
6677,436,91.0,-3.0,6.32455532034,9.8488578018,162,False
6796,437,92.0,9.0,6.32455532034,6.7082039325,162,False
6374,443,119.0,1.0,9.43398113206,6.32455532034,163,False
6523,444,123.0,2.0,6.32455532034,7.81024967591,163,False
6608,445,117.0,-3.0,6.32455532034,7.81024967591,163,False
6810,446,119.0,-2.0,6.32455532034,5.65685424949,163,False
7148,447,115.0,-4.0,5.65685424949,7.21110255093,163,False
6926,448,125.0,3.0,6.32455532034,9.43398113206,163,False
6908,471,134.0,38.0,7.0,4.472135955,164,False
7158,472,137.0,39.0,4.472135955,7.07106781187,164,False
7058,484,134.0,75.0,7.0,5.38516480713,165,False
6238,485,136.0,78.0,5.38516480713,4.472135955,165,False
6250,486,134.0,81.0,4.472135955,7.07106781187,165,False
6449,487,132.0,80.0,4.472135955,8.0622577483,165,False
6707,488,139.0,76.0,4.472135955,7.07106781187,165,False
7121,489,134.0,71.0,5.38516480713,7.07106781187,165,False
6619,509,-30.0,69.0,9.05538513814,6.32455532034,166,False
6575,510,-24.0,67.0,6.32455532034,8.24621125124,166,False
6795,511,-25.0,66.0,6.32455532034,7.61577310586,166,False
6971,512,-32.0,63.0,6.32455532034,7.61577310586,166,False
7087,513,-28.0,63.0,6.32455532034,6.32455532034,166,False
6500,514,-24.0,58.0,6.40312423743,8.0622577483,166,False
7150,525,-40.0,47.0,9.0,6.40312423743,167,False
6758,526,-45.0,43.0,6.40312423743,7.21110255093,167,False
7026,527,-44.0,44.0,6.40312423743,7.07106781187,167,False
6214,580,14.0,127.0,7.28010988928,5.83095189485,168,False
6745,581,9.0,124.0,5.83095189485,6.0827625303,168,False
6933,582,19.0,129.0,5.83095189485,8.0622577483,168,False
7124,583,11.0,129.0,5.83095189485,5.38516480713,168,False
7018,584,3.0,125.0,6.0827625303,8.94427191,168,False
6342,605,-17.0,19.0,6.7082039325,4.472135955,169,False
6723,606,-19.0,15.0,4.472135955,4.472135955,169,False
6583,607,-19.0,11.0,4.472135955,6.7082039325,169,False
6728,608,-16.0,17.0,4.472135955,4.12310562562,169,False
6945,609,-18.0,15.0,4.12310562562,4.12310562562,169,False
7122,610,-16.0,9.0,6.32455532034,6.32455532034,169,False
6373,611,-10.0,9.0,6.32455532034,9.21954445729,169,False
6382,612,-17.0,3.0,6.32455532034,7.28010988928,169,False
6956,641,57.0,48.0,6.7082039325,6.40312423743,170,False
6940,652,29.0,68.0,7.61577310586,6.40312423743,171,False
7083,653,27.0,69.0,6.40312423743,6.32455532034,171,False
6625,655,52.0,71.0,8.54400374532,6.40312423743,172,False
6417,656,54.0,73.0,6.40312423743,7.81024967591,172,False
6667,657,51.0,73.0,6.40312423743,7.61577310586,172,False
6789,658,48.0,76.0,6.40312423743,7.07106781187,172,False
6193,665,41.0,98.0,7.28010988928,5.0,173,False
6228,666,40.0,98.0,5.0,5.0,173,False
6900,667,37.0,96.0,5.0,6.0827625303,173,False
6934,668,38.0,102.0,5.0,7.28010988928,173,False
7000,669,45.0,99.0,5.0,7.61577310586,173,False
6988,683,-30.0,24.0,7.21110255093,5.83095189485,174,False
6543,684,-32.0,19.0,5.83095189485,10.1980390272,174,False
6551,685,-33.0,19.0,5.83095189485,10.0498756211,174,False
6552,686,-47.0,21.0,9.05538513814,5.83095189485,175,False
6685,687,-47.0,25.0,5.83095189485,7.0,175,False
6732,688,-43.0,17.0,5.83095189485,6.0827625303,175,False
6913,689,-49.0,18.0,5.83095189485,7.28010988928,175,False
6441,690,-48.0,15.0,6.0827625303,6.0827625303,175,False
6501,691,-42.0,16.0,6.0827625303,7.28010988928,175,False
6712,692,-53.0,11.0,6.40312423743,8.0622577483,175,False
6831,782,8.0,87.0,7.0,5.0,176,False
6544,783,13.0,87.0,5.0,8.54400374532,176,False
6894,798,20.0,129.0,6.32455532034,7.61577310586,176,False
6816,823,13.0,10.0,7.28010988928,6.0,177,False
6387,824,8.0,13.0,6.0,5.83095189485,177,False
6368,825,5.0,15.0,5.83095189485,8.0622577483,177,False
6886,826,10.0,15.0,5.83095189485,5.83095189485,177,False
6895,827,13.0,16.0,5.83095189485,8.0622577483,177,False
7168,0,133.0,83.0,9223372036854775807,5.0,178,False
7238,1,137.0,80.0,5.0,4.472135955,178,False
8042,2,139.0,80.0,4.472135955,5.38516480713,178,False
8097,3,134.0,83.0,4.472135955,4.24264068712,178,False
7749,4,137.0,85.0,4.24264068712,4.472135955,178,False
8961,5,133.0,86.0,4.24264068712,4.24264068712,178,False
8234,6,130.0,89.0,4.24264068712,6.32455532034,178,False
7841,7,131.0,90.0,4.472135955,5.0,178,False
8575,8,138.0,87.0,4.472135955,4.12310562562,178,False
7900,9,142.0,86.0,4.12310562562,5.09901951359,178,False
8583,10,137.0,91.0,4.12310562562,3.0,178,False
8289,11,140.0,91.0,3.0,3.0,178,False
8036,12,143.0,91.0,3.0,5.09901951359,178,False
8532,13,140.0,91.0,3.0,3.0,178,False
8653,14,136.0,93.0,3.0,4.472135955,178,False
8711,15,139.0,89.0,3.0,2.82842712475,178,False
8921,16,135.0,93.0,3.0,5.0,178,False
8347,17,133.0,91.0,4.0,3.60555127546,178,False
8763,18,141.0,82.0,4.472135955,5.0,178,False
9021,19,136.0,76.0,4.472135955,5.0,178,False
7280,20,132.0,76.0,5.0,7.07106781187,178,False
8673,21,139.0,72.0,5.0,4.24264068712,178,False
8631,22,137.0,71.0,4.24264068712,5.38516480713,178,False
8883,23,141.0,75.0,4.24264068712,5.38516480713,178,False
9191,24,141.0,75.0,4.24264068712,5.38516480713,178,False
9205,25,142.0,69.0,4.24264068712,6.0827625303,178,False
9124,26,133.0,70.0,5.38516480713,6.32455532034,178,False
8284,27,131.0,69.0,6.32455532034,7.07106781187,178,False
9054,28,144.0,63.0,6.32455532034,6.32455532034,178,False
7312,29,143.0,61.0,6.32455532034,7.21110255093,178,False
7487,30,147.0,60.0,6.32455532034,7.07106781187,178,False
8135,31,140.0,61.0,6.32455532034,6.0827625303,178,False
7662,32,135.0,63.0,6.0827625303,5.38516480713,178,False
7198,33,132.0,62.0,5.38516480713,5.09901951359,178,False
7844,34,133.0,62.0,5.09901951359,5.09901951359,178,False
7535,35,134.0,57.0,5.09901951359,5.09901951359,178,False
7587,36,129.0,56.0,5.09901951359,5.09901951359,178,False
8903,37,131.0,57.0,5.09901951359,3.60555127546,178,False
9053,38,134.0,55.0,3.60555127546,5.0,178,False
9090,39,132.0,60.0,3.60555127546,3.60555127546,178,False
8211,40,139.0,55.0,5.0,7.21110255093,178,False
8558,41,131.0,51.0,5.0,6.0,178,False
7296,42,126.0,48.0,6.0,7.07106781187,178,False
9003,43,125.0,51.0,6.0,7.21110255093,178,False
7848,44,126.0,64.0,6.32455532034,7.21110255093,178,False
9158,45,127.0,66.0,6.40312423743,7.21110255093,178,False
8498,46,121.0,70.0,7.21110255093,5.65685424949,179,False
7471,47,117.0,66.0,5.65685424949,4.472135955,179,False
8259,48,115.0,63.0,4.472135955,3.60555127546,179,False
8227,49,112.0,65.0,3.60555127546,3.60555127546,179,False
8035,50,110.0,68.0,3.60555127546,5.38516480713,179,False
8411,51,112.0,65.0,3.60555127546,3.60555127546,179,False
8444,52,114.0,64.0,3.60555127546,2.2360679775,179,False
9213,53,116.0,64.0,2.2360679775,4.12310562562,179,False
8887,54,115.0,59.0,4.0,5.09901951359,179,False
7354,55,114.0,59.0,4.12310562562,4.12310562562,179,False
7330,56,110.0,60.0,4.12310562562,5.09901951359,179,False
9173,57,111.0,57.0,4.12310562562,4.472135955,179,False
7186,58,109.0,53.0,4.472135955,7.07106781187,179,False
7395,59,109.0,55.0,4.472135955,5.09901951359,179,False
7911,60,107.0,55.0,4.472135955,4.472135955,179,False
7209,61,105.0,59.0,4.472135955,5.0,179,False
9108,62,115.0,70.0,4.472135955,5.09901951359,179,False
9159,63,119.0,70.0,4.472135955,4.472135955,179,False
7648,64,119.0,73.0,4.472135955,4.0,179,False
8160,65,116.0,75.0,4.0,4.472135955,179,False
8300,66,119.0,77.0,4.0,4.24264068712,179,False
8676,67,120.0,77.0,4.12310562562,4.472135955,179,False
7843,68,116.0,80.0,4.24264068712,3.16227766017,179,False
7742,69,113.0,81.0,3.16227766017,3.16227766017,179,False
7301,70,112.0,82.0,3.16227766017,3.60555127546,179,False
7486,71,110.0,82.0,3.16227766017,3.16227766017,179,False
7646,72,109.0,80.0,3.16227766017,4.12310562562,179,False
8164,73,116.0,80.0,3.16227766017,3.16227766017,179,False
8450,74,112.0,83.0,3.16227766017,3.16227766017,179,False
8787,75,116.0,83.0,3.16227766017,4.0,179,False
8989,76,113.0,86.0,3.16227766017,4.472135955,179,False
9020,77,114.0,78.0,3.16227766017,3.60555127546,179,False
7688,78,110.0,76.0,4.12310562562,5.83095189485,179,False
7524,79,123.0,75.0,4.472135955,5.38516480713,179,False
7594,80,122.0,81.0,4.472135955,5.0,179,False
8964,81,115.0,90.0,4.472135955,7.61577310586,179,False
7433,82,125.0,80.0,5.0,5.83095189485,179,False
9000,83,121.0,84.0,5.0,5.09901951359,179,False
7507,84,124.0,87.0,5.09901951359,6.32455532034,179,False
7597,85,131.0,96.0,5.0,6.0,179,False
8421,86,123.0,88.0,5.09901951359,7.07106781187,179,False
7563,87,124.0,93.0,6.32455532034,7.61577310586,179,False
7531,89,134.0,105.0,6.7082039325,6.0827625303,180,False
8152,90,138.0,108.0,6.0827625303,5.0,180,False
7967,91,142.0,111.0,5.0,6.0827625303,180,False
8457,92,140.0,104.0,5.0,5.65685424949,180,False
8687,93,136.0,104.0,5.0,4.472135955,180,False
7897,94,144.0,108.0,5.65685424949,5.0,180,False
7557,95,147.0,104.0,5.0,6.7082039325,180,False
7576,96,148.0,110.0,5.0,6.0827625303,180,False
8257,97,147.0,111.0,5.0,7.0,180,False
7589,99,147.0,85.0,5.09901951359,6.7082039325,180,False
8369,100,147.0,85.0,5.09901951359,6.7082039325,180,False
7473,109,161.0,77.0,8.0622577483,5.38516480713,181,False
8356,110,157.0,76.0,5.38516480713,7.21110255093,181,False
8971,111,156.0,75.0,5.38516480713,7.28010988928,181,False
9093,112,162.0,72.0,5.38516480713,8.0622577483,181,False
7667,147,135.0,125.0,9.43398113206,5.0,182,False
7772,148,132.0,123.0,5.0,6.7082039325,182,False
8734,149,135.0,129.0,5.0,4.0,182,False
8700,150,133.0,132.0,4.0,7.28010988928,182,False
8759,151,135.0,130.0,4.0,5.0,182,False
8761,152,134.0,126.0,4.0,4.12310562562,182,False
7253,153,129.0,121.0,6.7082039325,5.0,183,False
7245,154,128.0,117.0,5.0,4.12310562562,183,False
7544,155,129.0,117.0,4.12310562562,4.0,183,False
8142,156,126.0,115.0,4.0,4.472135955,183,False
8925,157,126.0,117.0,4.0,3.0,183,False
9078,158,124.0,119.0,3.0,5.38516480713,183,False
9169,159,121.0,114.0,5.09901951359,6.0827625303,183,False
7552,160,115.0,113.0,6.0827625303,6.0827625303,183,False
7317,161,115.0,111.0,6.0827625303,5.0,183,False
7204,162,115.0,106.0,5.0,5.38516480713,183,False
8867,163,113.0,113.0,5.0,5.0,183,False
7316,164,109.0,110.0,5.0,5.0,183,False
7618,165,110.0,117.0,5.0,5.09901951359,183,False
8081,166,107.0,106.0,5.0,5.83095189485,183,False
8166,167,110.0,107.0,5.0,5.09901951359,183,False
9001,168,113.0,111.0,5.0,4.12310562562,183,False
7311,169,108.0,120.0,5.09901951359,4.12310562562,183,False
8134,170,108.0,124.0,4.12310562562,4.12310562562,183,False
8622,171,104.0,125.0,4.12310562562,5.0,183,False
8667,172,109.0,125.0,4.12310562562,5.0,183,False
8852,173,105.0,118.0,4.12310562562,3.60555127546,183,False
7564,174,106.0,115.0,3.60555127546,4.472135955,183,False
8345,175,103.0,118.0,3.60555127546,4.472135955,183,False
9128,176,104.0,119.0,3.60555127546,4.472135955,183,False
9175,177,107.0,126.0,4.12310562562,4.0,183,False
8107,178,107.0,130.0,4.0,5.0,183,False
8322,179,112.0,128.0,5.0,5.38516480713,183,False
8862,180,102.0,130.0,5.0,5.0,183,False
7374,181,99.0,131.0,5.0,7.0,183,False
8924,182,101.0,126.0,5.0,5.83095189485,183,False
9085,183,101.0,114.0,4.472135955,5.09901951359,183,False
8203,184,104.0,111.0,4.472135955,4.472135955,183,False
8437,185,102.0,107.0,4.472135955,6.0,183,False
9198,186,102.0,113.0,4.472135955,5.09901951359,183,False
7355,187,98.0,121.0,5.83095189485,6.32455532034,183,False
8984,188,106.0,131.0,5.0,5.09901951359,183,False
